subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
Females,2035,P90,324.0,-137.0,-201.0,-432.0,-3.0,4.0,0.0,0.0,0.0,0.0,-1483.0,-1351.0,191.0,0.0,-1810.0,-192.0,-2205.0,-2056.0,-15.0,-11.0,162.0,0.0,-1723.0,-2868.0,-116.0,0.0,-36.0,Sex
Females,2035,P95,511.0,0.0,-255.0,-749.0,-4.0,-46.0,-5.0,0.0,0.0,-28.0,-1029.0,-1549.0,307.0,0.0,-1872.0,-147.0,-1632.0,-2490.0,-31.0,-54.0,255.0,-18.0,-1650.0,-3232.0,-237.0,0.0,-84.0,Sex
Females,2045,Mean,627.0,-14.0,-88.0,-208.0,-1.0,3.0,6.0,-12.0,-3.0,-5.0,-762.0,-1059.0,87.0,34.0,-1371.0,-71.0,-915.0,-1212.0,-6.0,-28.0,368.0,0.0,-1419.0,-1308.0,-67.0,-31.0,-12.0,Sex
Females,2045,P10,142.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.3500000000004,1532.7299999999996,0.0,0.0,0.0,0.0,1333.5699999999997,1589.5900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sex
Females,2045,P25,522.9000000000001,0.0,0.0,0.0,0.0,0.5999999999999659,0.0,0.0,0.0,0.0,-392.7000000000007,-584.0,0.0,0.0,-1564.6999999999998,0.0,-501.1000000000022,-683.0999999999985,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,Sex
Females,2045,P5,35.629999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.9300000000003,563.8499999999999,0.0,0.0,0.0,0.0,638.6400000000003,546.7200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sex
Females,2045,P50,809.4000000000005,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,-805.7000000000044,-1345.1000000000022,0.0,0.0,-1469.4000000000015,0.0,-771.9000000000015,-1203.5,0.0,0.0,579.8000000000001,0.0,-2168.800000000001,0.0,0.0,0.0,0.0,Sex
Females,2045,P75,814.0,-38.0,-56.0,-277.0,0.0,-6.0,0.0,0.0,0.0,0.0,-1143.0,-1531.0,47.0,0.0,-2148.0,0.0,-1415.0,-1720.0,0.0,-3.0,728.0,0.0,-2788.0,-2256.0,0.0,0.0,-4.0,Sex
Females,2045,P90,538.0,-67.0,-217.0,-651.0,-3.0,-2.0,0.0,0.0,0.0,-26.0,-1760.0,-1999.0,210.0,0.0,-2500.0,-205.0,-2078.0,-2567.0,-5.0,0.0,628.0,0.0,-2600.0,-5415.0,-107.0,0.0,-55.0,Sex
Females,2045,P95,870.0,-34.0,-344.0,-804.0,-5.0,1.0,78.0,-1787.0,0.0,-26.0,-2489.0,-2053.0,336.0,0.0,-2495.0,-348.0,-3201.0,-2825.0,-37.0,-20.0,598.0,0.0,-2120.0,-6414.0,-192.0,0.0,-74.0,Sex
Females,2055,Mean,1356.0,-5.0,-106.0,-209.0,-1.0,6.0,0.0,-11.0,-4.0,-5.0,-333.0,-755.0,106.0,22.0,-1590.0,-89.0,-466.0,-889.0,-7.0,-4.0,946.0,5.0,-1685.0,-1747.0,-78.0,-30.0,-9.0,Sex
Females,2055,P10,209.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.2200000000012,1828.6599999999999,0.0,0.0,0.0,0.0,1731.7399999999998,2008.1599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sex
Females,2055,P25,880.4000000000001,0.0,0.0,0.0,0.0,0.30000000000001137,0.0,0.0,0.0,0.0,-115.0,-455.5,0.0,0.0,-2347.2999999999993,0.0,-135.59999999999854,-533.4000000000015,0.0,0.0,0.0,0.0,97.39999999999964,0.0,0.0,0.0,0.0,Sex
Females,2055,P5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.31,593.7199999999999,0.0,0.0,0.0,0.0,517.4699999999993,464.0500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sex
Females,2055,P50,1653.000000000001,0.0,0.0,0.0,0.0,1.699999999999818,0.0,0.0,0.0,0.0,-558.0,-1127.8999999999978,0.0,0.0,-1661.9999999999982,0.0,-578.1999999999971,-895.0,0.0,0.0,895.5,0.0,-2482.5,0.0,0.0,0.0,0.0,Sex
Females,2055,P75,1880.0,0.0,-73.0,-316.0,-1.0,9.0,0.0,0.0,0.0,0.0,-547.0,-1267.0,68.0,0.0,-2373.0,-1.0,-604.0,-1761.0,0.0,-3.0,1993.0,0.0,-3390.0,-3175.0,0.0,0.0,3.0,Sex
Females,2055,P90,1552.0,-44.0,-248.0,-586.0,-3.0,15.0,0.0,0.0,0.0,-26.0,-1508.0,-1545.0,249.0,0.0,-2569.0,-235.0,-1826.0,-2064.0,-5.0,-28.0,1629.0,0.0,-2531.0,-7002.0,-128.0,0.0,-31.0,Sex
Females,2055,P95,1934.0,-6.0,-396.0,-789.0,-5.0,90.0,-12.0,0.0,-821.0,-31.0,-1946.0,-2215.0,389.0,0.0,-1940.0,-401.0,-2196.0,-2303.0,-3.0,-18.0,2123.0,0.0,-1472.0,-8426.0,-317.0,0.0,-33.0,Sex
Females,2065,Mean,1996.0,-3.0,-125.0,-128.0,-1.0,8.0,-2.0,-12.0,-3.0,-3.0,-267.0,-439.0,126.0,60.0,-2001.0,-107.0,-283.0,-455.0,-6.0,1.0,1837.0,1.0,-2135.0,-2207.0,-93.0,-22.0,6.0,Sex
Females,2065,P10,264.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1888.0300000000007,1833.6800000000003,0.0,0.0,0.0,0.0,1901.4099999999999,1943.7600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sex
Females,2065,P25,1069.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.400000000001455,-259.2000000000007,0.0,0.0,-2947.7000000000007,0.0,39.20000000000073,-231.59999999999854,0.0,0.0,0.0,0.0,-391.0,0.0,0.0,0.0,0.0,Sex
Females,2065,P5,57.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.48,898.82,0.0,0.0,0.0,0.0,1502.6800000000003,1128.7200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sex
Females,2065,P50,2300.4000000000005,0.0,0.0,23.5,0.0,8.0,0.0,0.0,0.0,0.0,-123.5,-603.6999999999971,0.0,0.0,-2073.2000000000007,0.0,34.19999999999709,-446.0,0.0,0.0,1589.7,0.0,-3173.4000000000015,0.0,0.0,0.0,0.0,Sex
Females,2065,P75,3234.0,0.0,-71.0,-293.0,-1.0,8.0,0.0,0.0,0.0,-6.0,-521.0,-616.0,74.0,0.0,-2711.0,-2.0,-360.0,-824.0,0.0,0.0,3643.0,0.0,-3981.0,-4032.0,0.0,0.0,25.0,Sex
Females,2065,P90,2926.0,-20.0,-284.0,-548.0,-4.0,14.0,0.0,0.0,-633.0,-17.0,-1639.0,-1243.0,275.0,0.0,-2889.0,-277.0,-1826.0,-1597.0,-22.0,0.0,3669.0,0.0,-2867.0,-8851.0,-139.0,0.0,-13.0,Sex
Females,2065,P95,3131.0,-34.0,-444.0,-749.0,-6.0,-38.0,-45.0,0.0,0.0,-26.0,-2004.0,-1406.0,437.0,0.0,-2430.0,-461.0,-2953.0,-1251.0,-57.0,0.0,4191.0,0.0,-1801.0,-10009.0,-343.0,0.0,13.0,Sex
High School Dropouts,2015,Mean,0.0,-35.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-35.0,0.0,0.0,0.0,0.0,-34.0,-38.0,-3.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,Education
High School Dropouts,2015,P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2015,P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1999999999998181,0.0,0.0,0.0,0.0,0.0,-0.1000000000003638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2015,P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2015,P50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.60000000000036,-37.5,0.0,0.0,0.0,0.0,-111.70000000000073,-22.799999999999272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2015,P75,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,-63.0,0.0,0.0,0.0,0.0,-137.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2015,P90,0.0,-245.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,-11.0,0.0,0.0,0.0,0.0,0.0,-62.0,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,19.0,-10.0,Education
High School Dropouts,2015,P95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-257.0,0.0,0.0,0.0,0.0,-77.0,-107.0,-30.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2025,Mean,18.0,-24.0,-20.0,-20.0,0.0,0.0,13.0,-1.0,0.0,0.0,79.0,80.0,21.0,-83.0,104.0,-12.0,76.0,77.0,-1.0,0.0,18.0,0.0,201.0,71.0,-25.0,-111.0,-3.0,Education
High School Dropouts,2025,P10,0.5799999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.9499999999998,403.39,0.0,0.0,0.0,0.0,421.2300000000005,481.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2025,P25,11.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.6000000000004,444.0,0.0,0.0,-351.0,0.0,932.8999999999996,355.7000000000007,0.0,0.0,0.0,0.0,-48.40000000000009,0.0,0.0,0.0,0.0,Education
High School Dropouts,2025,P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2025,P50,33.80000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.399999999999636,20.19999999999891,0.0,0.0,810.8999999999996,0.0,39.70000000000073,-15.5,0.0,0.0,0.0,0.0,1078.5,0.0,0.0,0.0,0.0,Education
High School Dropouts,2025,P75,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-304.0,-350.0,2.0,0.0,-299.0,0.0,-354.0,-419.0,0.0,0.0,0.0,0.0,-401.0,91.0,0.0,0.0,0.0,Education
High School Dropouts,2025,P90,-62.0,-88.0,-75.0,-73.0,-1.0,43.0,0.0,0.0,0.0,0.0,-317.0,-401.0,67.0,0.0,-468.0,-50.0,-406.0,-390.0,0.0,0.0,27.0,0.0,-446.0,-382.0,-81.0,-910.0,-12.0,Education
High School Dropouts,2025,P95,0.0,-73.0,-92.0,-81.0,-2.0,57.0,66.0,0.0,0.0,0.0,-610.0,-248.0,110.0,0.0,-526.0,-102.0,-325.0,-382.0,0.0,17.0,52.0,0.0,-459.0,-450.0,-57.0,-1427.0,-21.0,Education
High School Dropouts,2035,Mean,134.0,-13.0,-36.0,-57.0,-1.0,3.0,6.0,-1.0,0.0,-1.0,-49.0,-135.0,36.0,12.0,-240.0,-23.0,-77.0,-164.0,1.0,0.0,47.0,1.0,-53.0,-166.0,-42.0,-117.0,-5.0,Education
High School Dropouts,2035,P10,3.539999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.78999999999996,15.160000000000082,0.0,0.0,0.0,0.0,383.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2035,P25,52.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.1999999999998,887.1999999999998,0.0,0.0,0.0,0.0,1244.2999999999993,919.6000000000004,0.0,0.0,0.0,0.0,-145.1,0.0,0.0,0.0,0.0,Education
High School Dropouts,2035,P5,1.960000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450000000000273,0.0,0.0,0.0,0.0,0.0,0.12000000000000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2035,P50,160.9999999999999,0.0,0.0,0.0,0.0,1.2000000000000455,0.0,0.0,0.0,0.0,8.100000000000364,-91.40000000000146,0.0,0.0,180.60000000000036,0.0,72.60000000000218,-191.10000000000036,0.0,0.0,0.0,0.0,1069.8999999999996,0.0,0.0,0.0,0.0,Education
High School Dropouts,2035,P75,268.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-641.0,-847.0,1.0,0.0,-913.0,0.0,-732.0,-992.0,0.0,0.0,72.0,0.0,-1086.0,-448.0,0.0,0.0,0.0,Education
High School Dropouts,2035,P90,157.0,-38.0,-108.0,-154.0,-2.0,-9.0,0.0,0.0,0.0,0.0,-1053.0,-1126.0,94.0,0.0,-1129.0,-68.0,-979.0,-1078.0,0.0,0.0,152.0,0.0,-1573.0,-1498.0,-65.0,0.0,-6.0,Education
High School Dropouts,2035,P95,83.0,-57.0,-184.0,-297.0,-2.0,22.0,56.0,0.0,0.0,0.0,-1072.0,-1238.0,169.0,0.0,-1244.0,-134.0,-1170.0,-886.0,0.0,3.0,110.0,0.0,-1640.0,-2633.0,-188.0,-2273.0,-53.0,Education
High School Dropouts,2045,Mean,332.0,-5.0,-34.0,-66.0,-1.0,4.0,13.0,-3.0,0.0,0.0,-1.0,-154.0,34.0,20.0,-502.0,-18.0,-41.0,-194.0,0.0,-1.0,186.0,-3.0,-233.0,-348.0,-43.0,-118.0,-5.0,Education
High School Dropouts,2045,P10,8.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.71000000000004,0.0,0.0,0.0,0.0,0.0,64.19000000000005,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2045,P25,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.3000000000002,1082.0999999999995,0.0,0.0,0.0,0.0,1657.6000000000004,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2045,P5,8.100000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.470000000000255,0.0,0.0,0.0,0.0,0.0,44.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2045,P50,299.60000000000014,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,121.5,-8.0,0.0,0.0,-325.2000000000007,0.0,-4.200000000000728,82.40000000000146,0.0,0.0,0.0,0.0,1301.800000000001,0.0,0.0,0.0,0.0,Education
High School Dropouts,2045,P75,512.0,0.0,-6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-876.0,-1003.0,0.0,0.0,-1189.0,0.0,-786.0,-1162.0,0.0,0.0,450.0,0.0,-1220.0,-376.0,0.0,0.0,0.0,Education
High School Dropouts,2045,P90,691.0,-24.0,-100.0,-236.0,-1.0,-6.0,0.0,0.0,0.0,0.0,-936.0,-1581.0,95.0,0.0,-1881.0,-62.0,-1385.0,-1751.0,0.0,-5.0,730.0,0.0,-2659.0,-2150.0,-96.0,0.0,-4.0,Education
High School Dropouts,2045,P95,1294.0,-64.0,-147.0,-480.0,-3.0,0.0,50.0,0.0,0.0,0.0,-1206.0,-2490.0,178.0,0.0,-1959.0,-133.0,-476.0,-1534.0,0.0,-7.0,634.0,0.0,-2766.0,-3717.0,-231.0,-3759.0,-49.0,Education
High School Dropouts,2055,Mean,702.0,-3.0,-37.0,-73.0,0.0,7.0,0.0,-5.0,-2.0,-1.0,197.0,-12.0,38.0,68.0,-717.0,-20.0,149.0,-60.0,0.0,0.0,501.0,0.0,-415.0,-561.0,-49.0,-105.0,-4.0,Education
High School Dropouts,2055,P10,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.93000000000006,0.0,0.0,0.0,0.0,0.0,227.7199999999998,366.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2055,P25,137.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.8,1478.0,0.0,0.0,0.0,0.0,2321.0,1399.800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2055,P5,9.600000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.92999999999938,10.090000000000146,0.0,0.0,0.0,0.0,49.360000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2055,P50,548.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.39999999999964,84.20000000000073,0.0,0.0,-576.0,0.0,325.0,99.5,0.0,0.0,0.0,0.0,1479.7000000000007,0.0,0.0,0.0,0.0,Education
High School Dropouts,2055,P75,1259.0,0.0,-10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-328.0,-1041.0,0.0,0.0,-1201.0,0.0,-381.0,-981.0,0.0,0.0,880.0,0.0,-1396.0,-1048.0,0.0,0.0,0.0,Education
High School Dropouts,2055,P90,1667.0,-11.0,-67.0,-155.0,-2.0,-11.0,0.0,0.0,0.0,0.0,-1128.0,-1201.0,107.0,0.0,-1806.0,-69.0,-223.0,-1036.0,0.0,0.0,1813.0,0.0,-2998.0,-3350.0,-119.0,0.0,8.0,Education
High School Dropouts,2055,P95,2072.0,-24.0,-211.0,-330.0,-3.0,9.0,-11.0,0.0,0.0,-26.0,533.0,-1145.0,196.0,0.0,-2269.0,-151.0,-446.0,-907.0,0.0,0.0,2341.0,0.0,-3317.0,-5286.0,-201.0,-1676.0,-75.0,Education
High School Dropouts,2065,Mean,1058.0,-1.0,-51.0,-62.0,-1.0,8.0,-7.0,-1.0,0.0,-3.0,215.0,-3.0,52.0,87.0,-1033.0,-32.0,204.0,-14.0,0.0,-1.0,849.0,0.0,-718.0,-842.0,-59.0,-84.0,3.0,Education
High School Dropouts,2065,P10,10.650000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.65999999999985,128.25,0.0,0.0,0.0,0.0,303.8900000000003,574.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2065,P25,154.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.2,2432.6000000000004,0.0,0.0,0.0,0.0,2986.2999999999993,2592.800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2065,P5,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.61000000000058,0.0,0.0,0.0,0.0,0.0,161.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Dropouts,2065,P50,683.5999999999999,0.0,0.0,0.0,0.0,1.8999999999999773,0.0,0.0,0.0,0.0,228.59999999999854,48.70000000000073,0.0,0.0,-1007.6000000000004,0.0,205.09999999999854,32.099999999998545,0.0,0.0,0.0,0.0,1246.5,0.0,0.0,0.0,0.0,Education
High School Dropouts,2065,P75,1881.0,0.0,-16.0,-6.0,0.0,20.0,0.0,0.0,0.0,0.0,-354.0,-828.0,0.0,0.0,-1566.0,0.0,-390.0,-1091.0,0.0,0.0,1230.0,0.0,-1768.0,-1443.0,0.0,0.0,0.0,Education
High School Dropouts,2065,P90,2987.0,0.0,-132.0,-236.0,-2.0,3.0,0.0,0.0,0.0,-11.0,-1253.0,-1688.0,117.0,0.0,-2576.0,-79.0,-1070.0,-2409.0,-4.0,0.0,3759.0,0.0,-3885.0,-3894.0,-139.0,0.0,7.0,Education
High School Dropouts,2065,P95,3257.0,-28.0,-233.0,-468.0,-3.0,37.0,-88.0,0.0,0.0,-23.0,-1810.0,-1804.0,219.0,0.0,-3190.0,-97.0,-819.0,-2069.0,0.0,0.0,4120.0,0.0,-3776.0,-6424.0,-136.0,-803.0,-16.0,Education
High School Graduates,2025,Mean,29.0,-41.0,-47.0,-63.0,0.0,-2.0,1.0,-1.0,0.0,-1.0,-211.0,-234.0,47.0,12.0,-203.0,-36.0,-240.0,-262.0,1.0,-2.0,3.0,3.0,-153.0,-114.0,-45.0,-29.0,-10.0,Education
High School Graduates,2025,P10,11.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.2700000000004,780.3800000000001,0.0,0.0,0.0,0.0,651.3400000000001,889.3099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2025,P25,28.600000000000023,0.0,0.0,0.0,0.0,-0.6000000000000227,0.0,0.0,0.0,0.0,-84.60000000000218,-153.20000000000073,0.0,0.0,362.4999999999991,0.0,-148.1999999999971,-183.79999999999927,0.0,0.0,0.0,0.0,621.6999999999989,0.0,0.0,0.0,0.0,Education
High School Graduates,2025,P5,8.259999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.25,524.1800000000003,0.0,0.0,0.0,0.0,553.1400000000012,628.0900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2025,P50,33.40000000000009,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-256.59999999999854,-322.1000000000022,0.0,0.0,-352.1999999999989,0.0,-297.90000000000146,-414.2000000000007,0.0,0.0,0.0,0.0,-318.59999999999854,0.0,0.0,0.0,0.0,Education
High School Graduates,2025,P75,11.0,-111.0,-50.0,-84.0,-1.0,1.0,0.0,0.0,0.0,0.0,-452.0,-511.0,43.0,0.0,-482.0,0.0,-382.0,-602.0,0.0,-1.0,2.0,0.0,-445.0,-371.0,0.0,0.0,-10.0,Education
High School Graduates,2025,P90,-127.0,-129.0,-136.0,-204.0,-2.0,0.0,0.0,0.0,0.0,0.0,-409.0,-469.0,129.0,0.0,-476.0,-123.0,-544.0,-533.0,0.0,0.0,-31.0,0.0,-460.0,-487.0,-130.0,0.0,-51.0,Education
High School Graduates,2025,P95,122.0,-96.0,-203.0,-236.0,-3.0,0.0,38.0,0.0,0.0,0.0,-481.0,-649.0,192.0,0.0,-528.0,-193.0,-479.0,-519.0,0.0,0.0,-41.0,9.0,-529.0,-539.0,-229.0,0.0,-41.0,Education
High School Graduates,2015,Mean,0.0,-65.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-57.0,0.0,0.0,0.0,0.0,-64.0,-69.0,2.0,1.0,0.0,-7.0,0.0,0.0,0.0,0.0,-1.0,Education
High School Graduates,2015,P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5599999999994907,0.0,0.0,0.0,0.0,0.0,-10.479999999999563,-5.600000000000364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2015,P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.79999999999927,-17.600000000000364,0.0,0.0,0.0,0.0,-42.30000000000291,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2015,P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.649999999999636,0.0,0.0,0.0,0.0,0.0,0.0,-2.4500000000007276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2015,P50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.10000000000218,-62.400000000001455,0.0,0.0,0.0,0.0,-40.400000000001455,-39.900000000001455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2015,P75,0.0,-150.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.0,-73.0,0.0,0.0,0.0,0.0,-150.0,-129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,Education
High School Graduates,2015,P90,0.0,-200.0,0.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-16.0,0.0,0.0,0.0,0.0,-99.0,-94.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,Education
High School Graduates,2015,P95,0.0,-36.0,0.0,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,-98.0,-119.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2035,Mean,205.0,-24.0,-55.0,-111.0,0.0,1.0,0.0,-2.0,0.0,-1.0,-598.0,-725.0,55.0,13.0,-878.0,-43.0,-669.0,-795.0,-1.0,0.0,84.0,-4.0,-765.0,-627.0,-51.0,-30.0,-10.0,Education
High School Graduates,2035,P10,69.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.7299999999996,934.6099999999997,0.0,0.0,0.0,0.0,1038.1399999999994,990.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2035,P25,174.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208.5,-448.7000000000007,0.0,0.0,-643.0,0.0,-219.0,-475.89999999999964,0.0,0.0,0.0,0.0,411.7999999999993,0.0,0.0,0.0,0.0,Education
High School Graduates,2035,P5,20.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.6500000000005,799.1299999999997,0.0,0.0,0.0,0.0,728.289999999999,745.5199999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education
High School Graduates,2035,P50,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-748.2999999999993,-989.5,0.0,0.0,-1038.1000000000004,0.0,-796.1000000000022,-1005.5999999999985,0.0,0.0,10.5,0.0,-1136.199999999999,0.0,0.0,0.0,0.0,Education
High School Graduates,2035,P75,213.0,-68.0,-43.0,-193.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-848.0,-1223.0,35.0,0.0,-1433.0,0.0,-947.0,-1119.0,0.0,-2.0,168.0,0.0,-1472.0,-1294.0,0.0,0.0,-6.0,Education
